ApplNo#ProductNo#Form#Strength#ReferenceDrug#DrugName#ActiveIngredient#ReferenceStandard#MarketingStatusID#TECode#MarketingStatusDescription
75140#4#CAPSULE;ORAL#EQ 10MG BASE#0#TERAZOSIN HYDROCHLORIDE#TERAZOSIN HYDROCHLORIDE#0.0#1#AB#Prescription
75143#1#CAPSULE;ORAL#500MG#0#HYDROXYUREA#HYDROXYUREA#0.0#1#AB#Prescription
75147#1#TABLET;ORAL#20MG#0#ISOSORBIDE MONONITRATE#ISOSORBIDE MONONITRATE#0.0#1#AB#Prescription
75149#1#TABLET;ORAL#250MG#0#TICLOPIDINE HYDROCHLORIDE#TICLOPIDINE HYDROCHLORIDE#1.0#1#AB#Prescription
75150#1#TABLET;ORAL#0.5MG#0#CLONAZEPAM#CLONAZEPAM#0.0#1#AB#Prescription
75150#2#TABLET;ORAL#1MG#0#CLONAZEPAM#CLONAZEPAM#0.0#1#AB#Prescription
75150#3#TABLET;ORAL#2MG#0#CLONAZEPAM#CLONAZEPAM#0.0#1#AB#Prescription
75151#1#SOLUTION;INTRAMUSCULAR, INTRAVENOUS#5GM/10ML (500MG/ML)#0#MAGNESIUM SULFATE#MAGNESIUM SULFATE#1.0#1#AP#Prescription
75154#1#INJECTABLE;INJECTION#EQ 5MG BASE/ML#0#MIDAZOLAM HYDROCHLORIDE#MIDAZOLAM HYDROCHLORIDE#0.0#1#AP#Prescription
75154#2#INJECTABLE;INJECTION#EQ 1MG BASE/ML#0#MIDAZOLAM HYDROCHLORIDE#MIDAZOLAM HYDROCHLORIDE#0.0#1#AP#Prescription
75155#1#TABLET, EXTENDED RELEASE;ORAL#60MG#0#ISOSORBIDE MONONITRATE#ISOSORBIDE MONONITRATE#0.0#1#AB#Prescription
75155#2#TABLET, EXTENDED RELEASE;ORAL#30MG#0#ISOSORBIDE MONONITRATE#ISOSORBIDE MONONITRATE#0.0#1#AB#Prescription
75155#3#TABLET, EXTENDED RELEASE;ORAL#120MG#0#ISOSORBIDE MONONITRATE#ISOSORBIDE MONONITRATE#1.0#1#AB#Prescription
75160#1#INJECTABLE;INJECTION#1MG/ML#0#METOPROLOL TARTRATE#METOPROLOL TARTRATE#0.0#1#AP#Prescription
75163#1#SOLUTION/DROPS;OPHTHALMIC#EQ 0.5% BASE#0#TIMOLOL MALEATE#TIMOLOL MALEATE#0.0#1#AT1#Prescription
75164#1#INJECTABLE;INJECTION#10MG/VIAL#0#VECURONIUM BROMIDE#VECURONIUM BROMIDE#0.0#1#AP#Prescription
75164#2#INJECTABLE;INJECTION#20MG/VIAL#0#VECURONIUM BROMIDE#VECURONIUM BROMIDE#0.0#1#AP#Prescription
75165#1#TABLET;ORAL#EQ 150MG BASE#0#RANITIDINE HYDROCHLORIDE#RANITIDINE HYDROCHLORIDE#0.0#1#AB#Prescription
75165#2#TABLET;ORAL#EQ 300MG BASE#0#RANITIDINE HYDROCHLORIDE#RANITIDINE HYDROCHLORIDE#0.0#1#AB#Prescription
75172#1#ENEMA;RECTAL#100MG/60ML#0#COLOCORT#HYDROCORTISONE#0.0#1#AB#Prescription
75178#1#TABLET;ORAL#5MG#0#ENALAPRIL MALEATE#ENALAPRIL MALEATE#0.0#1#AB#Prescription
75178#2#TABLET;ORAL#2.5MG#0#ENALAPRIL MALEATE#ENALAPRIL MALEATE#0.0#1#AB#Prescription
75178#3#TABLET;ORAL#10MG#0#ENALAPRIL MALEATE#ENALAPRIL MALEATE#0.0#1#AB#Prescription
75178#4#TABLET;ORAL#20MG#0#ENALAPRIL MALEATE#ENALAPRIL MALEATE#0.0#1#AB#Prescription
75180#1#TABLET;ORAL#EQ 150MG BASE#0#RANITIDINE HYDROCHLORIDE#RANITIDINE HYDROCHLORIDE#0.0#1#AB#Prescription
75180#2#TABLET;ORAL#EQ 300MG BASE#0#RANITIDINE HYDROCHLORIDE#RANITIDINE HYDROCHLORIDE#0.0#1#AB#Prescription
75182#1#FILM, EXTENDED RELEASE;TRANSDERMAL#0.1MG/24HR#0#ESTRADIOL#ESTRADIOL#0.0#1#AB2#Prescription
75182#2#FILM, EXTENDED RELEASE;TRANSDERMAL#0.075MG/24HR#0#ESTRADIOL#ESTRADIOL#0.0#1#AB2#Prescription
75182#3#FILM, EXTENDED RELEASE;TRANSDERMAL#0.025MG/24HR#0#ESTRADIOL#ESTRADIOL#0.0#1#AB2#Prescription
75182#4#FILM, EXTENDED RELEASE;TRANSDERMAL#0.0375MG/24HR#0#ESTRADIOL#ESTRADIOL#0.0#1#AB#Prescription
75182#5#FILM, EXTENDED RELEASE;TRANSDERMAL#0.06MG/24HR#0#ESTRADIOL#ESTRADIOL#0.0#1#AB#Prescription
75182#6#FILM, EXTENDED RELEASE;TRANSDERMAL#0.05MG/24HR#0#ESTRADIOL#ESTRADIOL#0.0#1#AB2#Prescription
75183#1#SOLUTION;ORAL#EQ 5MG BASE/5ML#0#PREDNISOLONE SODIUM PHOSPHATE#PREDNISOLONE SODIUM PHOSPHATE#0.0#1#AA#Prescription
75184#1#INJECTABLE;INJECTION#6MG/ML#0#PACLITAXEL#PACLITAXEL#0.0#1#AP#Prescription
75185#1#TABLET, DELAYED RELEASE;ORAL#75MG#0#DICLOFENAC SODIUM#DICLOFENAC SODIUM#0.0#1#AB#Prescription
75185#2#TABLET, DELAYED RELEASE;ORAL#25MG#0#DICLOFENAC SODIUM#DICLOFENAC SODIUM#0.0#1#AB#Prescription
75185#3#TABLET, DELAYED RELEASE;ORAL#50MG#0#DICLOFENAC SODIUM#DICLOFENAC SODIUM#0.0#1#AB#Prescription
75189#1#TABLET;ORAL#500MG#0#NABUMETONE#NABUMETONE#0.0#1#AB#Prescription
75189#2#TABLET;ORAL#750MG#0#NABUMETONE#NABUMETONE#1.0#1#AB#Prescription
75190#1#INJECTABLE;INJECTION#6MG/ML#0#PACLITAXEL#PACLITAXEL#0.0#1#AP#Prescription
75191#1#TABLET, EXTENDED RELEASE;ORAL#400MG#0#PENTOXIFYLLINE#PENTOXIFYLLINE#1.0#1#AB#Prescription
75196#1#INJECTABLE;INJECTION#0.5MG/ML#0#ALPROSTADIL#ALPROSTADIL#0.0#1#AP#Prescription
75201#1#TABLET;ORAL#1.25MG#0#INDAPAMIDE#INDAPAMIDE#0.0#1#AB#Prescription
75201#2#TABLET;ORAL#2.5MG#0#INDAPAMIDE#INDAPAMIDE#0.0#1#AB#Prescription
75203#1#TABLET;ORAL#150MG#0#PROPAFENONE HYDROCHLORIDE#PROPAFENONE HYDROCHLORIDE#0.0#1#AB#Prescription
75203#2#TABLET;ORAL#225MG#0#PROPAFENONE HYDROCHLORIDE#PROPAFENONE HYDROCHLORIDE#0.0#1#AB#Prescription
75205#1#SOLUTION;TOPICAL#0.05%#0#CLOBETASOL PROPIONATE#CLOBETASOL PROPIONATE#0.0#1#AT#Prescription
75208#1#TABLET;ORAL#EQ 150MG BASE#0#RANITIDINE HYDROCHLORIDE#RANITIDINE HYDROCHLORIDE#0.0#1#AB#Prescription
75208#2#TABLET;ORAL#EQ 300MG BASE#0#RANITIDINE HYDROCHLORIDE#RANITIDINE HYDROCHLORIDE#0.0#1#AB#Prescription
75213#1#CREAM;TOPICAL#0.1%#0#TRETINOIN#TRETINOIN#0.0#1#AB#Prescription
75215#1#TABLET;ORAL#100MG#0#LABETALOL HYDROCHLORIDE#LABETALOL HYDROCHLORIDE#0.0#1#AB#Prescription
75215#2#TABLET;ORAL#200MG#0#LABETALOL HYDROCHLORIDE#LABETALOL HYDROCHLORIDE#0.0#1#AB#Prescription
75215#3#TABLET;ORAL#300MG#0#LABETALOL HYDROCHLORIDE#LABETALOL HYDROCHLORIDE#0.0#1#AB#Prescription
75219#1#TABLET;ORAL#50MG#0#DICLOFENAC POTASSIUM#DICLOFENAC POTASSIUM#0.0#1#AB#Prescription
75221#1#INJECTABLE;INJECTION#EQ 0.5MG BASE/ML#0#ALFENTANIL#ALFENTANIL HYDROCHLORIDE#0.0#1#AP#Prescription
75224#1#SOLUTION;TOPICAL#0.05%#0#CLOBETASOL PROPIONATE#CLOBETASOL PROPIONATE#0.0#1#AT#Prescription
75225#1#LIQUID;INHALATION#99.9%#0#ISOFLURANE#ISOFLURANE#0.0#1#AN#Prescription
75227#1#TABLET, DELAYED RELEASE;ORAL#375MG#0#NAPROXEN#NAPROXEN#0.0#1#AB#Prescription
75227#2#TABLET, DELAYED RELEASE;ORAL#500MG#0#NAPROXEN#NAPROXEN#0.0#1#AB#Prescription
75229#1#TABLET;ORAL#50MG#0#DICLOFENAC POTASSIUM#DICLOFENAC POTASSIUM#0.0#1#AB#Prescription
75231#1#CAPSULE;ORAL#325MG;50MG;40MG;30MG#0#BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE#ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE#0.0#1#AB#Prescription
75233#1#FILM, EXTENDED RELEASE; TRANSDERMAL#0.05MG/24HR#0#ESTRADIOL#ESTRADIOL#null#1#AB2#Prescription
75239#1#INJECTABLE;INJECTION#5MG/ML#0#LABETALOL HYDROCHLORIDE#LABETALOL HYDROCHLORIDE#1.0#1#AP#Prescription
75240#1#INJECTABLE;INJECTION#5MG/ML#0#LABETALOL HYDROCHLORIDE#LABETALOL HYDROCHLORIDE#1.0#1#AP#Prescription
75241#1#INJECTABLE;INJECTION#10MG/ML#0#FUROSEMIDE#FUROSEMIDE#0.0#1#AP#Prescription
75243#1#INJECTABLE;INJECTION#EQ 1MG BASE/ML#0#MIDAZOLAM HYDROCHLORIDE#MIDAZOLAM HYDROCHLORIDE#0.0#1#AP#Prescription
75243#2#INJECTABLE;INJECTION#EQ 5MG BASE/ML#0#MIDAZOLAM HYDROCHLORIDE#MIDAZOLAM HYDROCHLORIDE#0.0#1#AP#Prescription
75245#1#CAPSULE;ORAL#EQ 20MG BASE#0#FLUOXETINE HYDROCHLORIDE#FLUOXETINE HYDROCHLORIDE#0.0#1#AB1#Prescription
75245#2#CAPSULE;ORAL#EQ 10MG BASE#0#FLUOXETINE HYDROCHLORIDE#FLUOXETINE HYDROCHLORIDE#0.0#1#AB1#Prescription
75245#3#CAPSULE;ORAL#EQ 40MG BASE#0#FLUOXETINE HYDROCHLORIDE#FLUOXETINE HYDROCHLORIDE#0.0#1#AB#Prescription
75247#1#INJECTABLE;INJECTION#EQ 5MG BASE/ML#0#MIDAZOLAM HYDROCHLORIDE#MIDAZOLAM HYDROCHLORIDE#0.0#1#AP#Prescription
75247#2#INJECTABLE;INJECTION#EQ 1MG BASE/ML#0#MIDAZOLAM HYDROCHLORIDE#MIDAZOLAM HYDROCHLORIDE#0.0#1#AP#Prescription
75252#1#TABLET;ORAL#50MG#0#AZASAN#AZATHIOPRINE#0.0#1#AB#Prescription
75252#2#TABLET;ORAL#25MG#0#AZASAN#AZATHIOPRINE#0.0#1#AB#Prescription
75252#3#TABLET;ORAL#75MG#0#AZASAN#AZATHIOPRINE#0.0#1#AB#Prescription
75252#4#TABLET;ORAL#100MG#0#AZASAN#AZATHIOPRINE#0.0#1#AB#Prescription
75256#2#TABLET;ORAL-28#0.15MG;0.03MG#0#DESOGESTREL AND ETHINYL ESTRADIOL#DESOGESTREL; ETHINYL ESTRADIOL#1.0#1#AB#Prescription
75259#1#INJECTABLE;INJECTION#500MG/VIAL#0#DACARBAZINE#DACARBAZINE#1.0#1#AP#Prescription
75259#2#INJECTABLE;INJECTION#200MG/VIAL#0#DACARBAZINE#DACARBAZINE#0.0#1#AP#Prescription
75264#1#CREAM;TOPICAL#0.025%#0#TRETINOIN#TRETINOIN#0.0#1#AB#Prescription
75265#1#CREAM;TOPICAL#0.05%#0#TRETINOIN#TRETINOIN#0.0#1#AB1#Prescription
75269#1#TABLET, EXTENDED RELEASE;ORAL#30MG#0#NIFEDIPINE#NIFEDIPINE#0.0#1#AB1#Prescription
75269#2#TABLET, EXTENDED RELEASE;ORAL#60MG#0#NIFEDIPINE#NIFEDIPINE#0.0#1#AB1#Prescription
75271#1#SOLUTION;INHALATION#10MG/ML#0#CROMOLYN SODIUM#CROMOLYN SODIUM#1.0#1#AN#Prescription
75273#1#TABLET;ORAL#200MG#0#KETOCONAZOLE#KETOCONAZOLE#1.0#1#AB#Prescription
75274#1#TABLET;ORAL#50MG#0#NALTREXONE HYDROCHLORIDE#NALTREXONE HYDROCHLORIDE#0.0#1#AB#Prescription
75276#1#GEL, AUGMENTED;TOPICAL#EQ 0.05% BASE#0#BETAMETHASONE DIPROPIONATE#BETAMETHASONE DIPROPIONATE#1.0#1#AB#Prescription
75279#1#GEL;TOPICAL#0.05%#0#CLOBETASOL PROPIONATE#CLOBETASOL PROPIONATE#0.0#1#AB#Prescription
75280#1#TABLET;ORAL#500MG#0#NABUMETONE#NABUMETONE#0.0#1#AB#Prescription
75280#2#TABLET;ORAL#750MG#0#NABUMETONE#NABUMETONE#0.0#1#AB#Prescription
75281#2#TABLET, DELAYED RELEASE;ORAL#50MG#0#DICLOFENAC SODIUM#DICLOFENAC SODIUM#0.0#1#AB#Prescription
75281#3#TABLET, DELAYED RELEASE;ORAL#75MG#0#DICLOFENAC SODIUM#DICLOFENAC SODIUM#0.0#1#AB#Prescription
75282#1#SOLUTION/DROPS;OPHTHALMIC#4%#0#CROMOLYN SODIUM#CROMOLYN SODIUM#0.0#1#AT#Prescription
75284#1#TABLET;ORAL#10MG#0#KETOROLAC TROMETHAMINE#KETOROLAC TROMETHAMINE#0.0#1#AB#Prescription
75288#2#TABLET;ORAL-28#0.03MG;0.3MG#0#LOW-OGESTREL-28#ETHINYL ESTRADIOL; NORGESTREL#0.0#1#AB#Prescription
75289#1#TABLET, EXTENDED RELEASE;ORAL#60MG#0#NIFEDIPINE#NIFEDIPINE#0.0#1#AB2#Prescription
75289#2#TABLET, EXTENDED RELEASE;ORAL#30MG#0#NIFEDIPINE#NIFEDIPINE#0.0#1#AB2#Prescription
75290#1#INJECTABLE;INJECTION#30MG/VIAL#0#PAMIDRONATE DISODIUM#PAMIDRONATE DISODIUM#0.0#1#AP#Prescription
75290#3#INJECTABLE;INJECTION#90MG/VIAL#0#PAMIDRONATE DISODIUM#PAMIDRONATE DISODIUM#0.0#1#AP#Prescription
75293#1#INJECTABLE;INJECTION#EQ 1MG BASE/ML#0#MIDAZOLAM HYDROCHLORIDE#MIDAZOLAM HYDROCHLORIDE#1.0#1#AP#Prescription
75293#2#INJECTABLE;INJECTION#EQ 5MG BASE/ML#0#MIDAZOLAM HYDROCHLORIDE#MIDAZOLAM HYDROCHLORIDE#1.0#1#AP#Prescription
75295#1#TABLET, EXTENDED RELEASE;ORAL#15MG#0#MORPHINE SULFATE#MORPHINE SULFATE#0.0#1#AB#Prescription
75295#2#TABLET, EXTENDED RELEASE;ORAL#30MG#0#MORPHINE SULFATE#MORPHINE SULFATE#0.0#1#AB#Prescription
75295#3#TABLET, EXTENDED RELEASE;ORAL#60MG#0#MORPHINE SULFATE#MORPHINE SULFATE#0.0#1#AB#Prescription
75295#4#TABLET, EXTENDED RELEASE;ORAL#100MG#0#MORPHINE SULFATE#MORPHINE SULFATE#0.0#1#AB#Prescription
75295#5#TABLET, EXTENDED RELEASE;ORAL#200MG#0#MORPHINE SULFATE#MORPHINE SULFATE#0.0#1#AB#Prescription
75298#1#CAPSULE;ORAL#125MG#0#FLUTAMIDE#FLUTAMIDE#0.0#1#AB#Prescription
75300#1#TABLET;ORAL#10MG#0#LOVASTATIN#LOVASTATIN#0.0#1#AB#Prescription
75300#2#TABLET;ORAL#20MG#0#LOVASTATIN#LOVASTATIN#0.0#1#AB#Prescription
75300#3#TABLET;ORAL#40MG#0#LOVASTATIN#LOVASTATIN#0.0#1#AB#Prescription
75303#1#INJECTABLE;INJECTION#5MG/ML#0#LABETALOL HYDROCHLORIDE#LABETALOL HYDROCHLORIDE#0.0#1#AP#Prescription
75305#1#INJECTABLE;INJECTION#EQ 100MG BASE/ML#0#HALOPERIDOL DECANOATE#HALOPERIDOL DECANOATE#0.0#1#AO#Prescription
75311#1#TABLET;ORAL#20MG#0#FAMOTIDINE#FAMOTIDINE#0.0#1#AB#Prescription
75311#2#TABLET;ORAL#40MG#0#FAMOTIDINE#FAMOTIDINE#0.0#1#AB#Prescription
75315#1#TABLET;ORAL#200MG#0#AMIODARONE HYDROCHLORIDE#AMIODARONE HYDROCHLORIDE#1.0#1#AB#Prescription
75315#2#TABLET;ORAL#400MG#0#AMIODARONE HYDROCHLORIDE#AMIODARONE HYDROCHLORIDE#0.0#1#AB#Prescription
75317#1#CAPSULE;ORAL#EQ 1MG BASE#0#TERAZOSIN HYDROCHLORIDE#TERAZOSIN HYDROCHLORIDE#0.0#1#AB#Prescription
75317#2#CAPSULE;ORAL#EQ 2MG BASE#0#TERAZOSIN HYDROCHLORIDE#TERAZOSIN HYDROCHLORIDE#0.0#1#AB#Prescription
75317#3#CAPSULE;ORAL#EQ 5MG BASE#0#TERAZOSIN HYDROCHLORIDE#TERAZOSIN HYDROCHLORIDE#0.0#1#AB#Prescription
75317#4#CAPSULE;ORAL#EQ 10MG BASE#0#TERAZOSIN HYDROCHLORIDE#TERAZOSIN HYDROCHLORIDE#0.0#1#AB#Prescription
75319#1#TABLET;ORAL#200MG#0#KETOCONAZOLE#KETOCONAZOLE#0.0#1#AB#Prescription
75321#1#CAPSULE;ORAL#5MG#0#SELEGILINE HYDROCHLORIDE#SELEGILINE HYDROCHLORIDE#0.0#1#AB#Prescription
75323#1#SOLUTION;PERFUSION, CARDIAC#17.6MG/100ML;325.3MG/100ML;119.3MG/100ML;643MG/100ML#0#CARDIOPLEGIC IN PLASTIC CONTAINER#CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE#0.0#1#AT#Prescription
75324#1#INJECTABLE;INJECTION#EQ 1MG BASE/ML#0#MIDAZOLAM HYDROCHLORIDE#MIDAZOLAM HYDROCHLORIDE#0.0#1#AP#Prescription
75324#2#INJECTABLE;INJECTION#EQ 5MG BASE/ML#0#MIDAZOLAM HYDROCHLORIDE#MIDAZOLAM HYDROCHLORIDE#0.0#1#AP#Prescription
75325#1#CREAM;TOPICAL#0.05%#0#EMBELINE E#CLOBETASOL PROPIONATE#0.0#1#AB2#Prescription
75331#1#OINTMENT;TOPICAL#0.05%#0#DIFLORASONE DIACETATE#DIFLORASONE DIACETATE#1.0#1#AB#Prescription
75337#1#TABLET, DELAYED RELEASE;ORAL#375MG#0#NAPROXEN#NAPROXEN#0.0#1#AB#Prescription
75337#2#TABLET, DELAYED RELEASE;ORAL#500MG#0#NAPROXEN#NAPROXEN#0.0#1#AB#Prescription
75338#1#CREAM;TOPICAL#0.05%#0#CLOBETASOL PROPIONATE#CLOBETASOL PROPIONATE#0.0#1#AB1#Prescription
75339#1#TABLET, DELAYED RELEASE;ORAL#500MG#0#SULFASALAZINE#SULFASALAZINE#0.0#1#AB#Prescription
75340#1#CAPSULE;ORAL#500MG#0#HYDROXYUREA#HYDROXYUREA#0.0#1#AB#Prescription
75346#1#SOLUTION;INHALATION#10MG/ML#0#CROMOLYN SODIUM#CROMOLYN SODIUM#0.0#1#AN#Prescription
75347#1#CAPSULE, DELAYED REL PELLETS;ORAL#10MG#0#OMEPRAZOLE#OMEPRAZOLE#0.0#1#AB#Prescription
75347#2#CAPSULE, DELAYED REL PELLETS;ORAL#20MG#0#OMEPRAZOLE#OMEPRAZOLE#0.0#1#AB#Prescription
75347#3#CAPSULE, DELAYED REL PELLETS;ORAL#40MG#0#OMEPRAZOLE#OMEPRAZOLE#0.0#1#AB#Prescription
75350#1#CAPSULE;ORAL#100MG#0#GABAPENTIN#GABAPENTIN#0.0#1#AB#Prescription
75350#2#CAPSULE;ORAL#300MG#0#GABAPENTIN#GABAPENTIN#0.0#1#AB#Prescription
75350#3#CAPSULE;ORAL#400MG#0#GABAPENTIN#GABAPENTIN#0.0#1#AB#Prescription
75352#1#CAPSULE;ORAL#5MG#0#SELEGILINE HYDROCHLORIDE#SELEGILINE HYDROCHLORIDE#0.0#1#AB#Prescription
75356#1#TABLET;ORAL#EQ 10MG BASE#0#PAROXETINE HYDROCHLORIDE#PAROXETINE HYDROCHLORIDE#0.0#1#AB#Prescription
75356#2#TABLET;ORAL#EQ 20MG BASE#0#PAROXETINE HYDROCHLORIDE#PAROXETINE HYDROCHLORIDE#0.0#1#AB#Prescription
75356#3#TABLET;ORAL#EQ 30MG BASE#0#PAROXETINE HYDROCHLORIDE#PAROXETINE HYDROCHLORIDE#0.0#1#AB#Prescription
75356#4#TABLET;ORAL#EQ 40MG BASE#0#PAROXETINE HYDROCHLORIDE#PAROXETINE HYDROCHLORIDE#0.0#1#AB#Prescription
75360#1#CAPSULE;ORAL#100MG#0#GABAPENTIN#GABAPENTIN#0.0#1#AB#Prescription
75360#2#CAPSULE;ORAL#300MG#0#GABAPENTIN#GABAPENTIN#0.0#1#AB#Prescription
75360#3#CAPSULE;ORAL#400MG#0#GABAPENTIN#GABAPENTIN#0.0#1#AB#Prescription
75361#1#TABLET;ORAL#20MG#0#ISOSORBIDE MONONITRATE#ISOSORBIDE MONONITRATE#0.0#1#AB#Prescription
75363#1#SOLUTION;TOPICAL#0.05%#0#CLOBETASOL PROPIONATE#CLOBETASOL PROPIONATE#0.0#1#AT#Prescription
75366#1#TABLET;ORAL#80MG#0#SOTALOL HYDROCHLORIDE#SOTALOL HYDROCHLORIDE#0.0#1#AB1#Prescription
75366#2#TABLET;ORAL#120MG#0#SOTALOL HYDROCHLORIDE#SOTALOL HYDROCHLORIDE#0.0#1#AB1#Prescription
75366#3#TABLET;ORAL#160MG#0#SOTALOL HYDROCHLORIDE#SOTALOL HYDROCHLORIDE#0.0#1#AB1#Prescription
75366#4#TABLET;ORAL#240MG#0#SOTALOL HYDROCHLORIDE#SOTALOL HYDROCHLORIDE#0.0#1#AB1#Prescription
75368#1#GEL;TOPICAL#0.05%#0#CLOBETASOL PROPIONATE#CLOBETASOL PROPIONATE#1.0#1#AB#Prescription
75371#2#INJECTABLE;INJECTION#200MG/VIAL#0#DACARBAZINE#DACARBAZINE#1.0#1#AP#Prescription
75373#1#OINTMENT, AUGMENTED;TOPICAL#EQ 0.05% BASE#0#BETAMETHASONE DIPROPIONATE#BETAMETHASONE DIPROPIONATE#0.0#1#AB#Prescription
75374#1#OINTMENT;TOPICAL#0.05%#0#DIFLORASONE DIACETATE#DIFLORASONE DIACETATE#0.0#1#AB#Prescription
75379#1#SYRUP;ORAL#250MG/5ML#0#VALPROIC ACID#VALPROIC ACID#0.0#1#AA#Prescription
75382#1#TABLET;ORAL#400MG#0#ACYCLOVIR#ACYCLOVIR#0.0#1#AB#Prescription
75382#2#TABLET;ORAL#800MG#0#ACYCLOVIR#ACYCLOVIR#0.0#1#AB#Prescription
75383#1#INJECTABLE;INJECTION#100MG/ML#0#CYTARABINE#CYTARABINE#0.0#1#AP#Prescription
75386#1#SOLUTION/DROPS;OPHTHALMIC#EQ 0.5% BASE#0#BETAXOLOL HYDROCHLORIDE#BETAXOLOL HYDROCHLORIDE#0.0#1#AT#Prescription
75387#1#INJECTABLE;INJECTION#500MG/VIAL#0#FLOXURIDINE#FLOXURIDINE#1.0#1#AP#Prescription
75389#1#TABLET;ORAL#200MG#0#AMIODARONE HYDROCHLORIDE#AMIODARONE HYDROCHLORIDE#0.0#1#AB#Prescription
75389#2#TABLET;ORAL#100MG#0#AMIODARONE HYDROCHLORIDE#AMIODARONE HYDROCHLORIDE#0.0#1#AB#Prescription
75389#3#TABLET;ORAL#400MG#0#AMIODARONE HYDROCHLORIDE#AMIODARONE HYDROCHLORIDE#0.0#1#AB#Prescription
75391#1#SOLUTION;TOPICAL#0.05%#0#CLOBETASOL PROPIONATE#CLOBETASOL PROPIONATE#0.0#1#AT#Prescription
75393#1#INJECTABLE;INJECTION#EQ 50MG BASE/ML#0#HALOPERIDOL DECANOATE#HALOPERIDOL DECANOATE#0.0#1#AO#Prescription
75393#2#INJECTABLE;INJECTION#EQ 100MG BASE/ML#0#HALOPERIDOL DECANOATE#HALOPERIDOL DECANOATE#0.0#1#AO#Prescription
75395#1#TABLET, EXTENDED RELEASE;ORAL#30MG#0#ISOSORBIDE MONONITRATE#ISOSORBIDE MONONITRATE#0.0#1#AB#Prescription
75395#2#TABLET, EXTENDED RELEASE;ORAL#60MG#0#ISOSORBIDE MONONITRATE#ISOSORBIDE MONONITRATE#0.0#1#AB#Prescription
75395#3#TABLET, EXTENDED RELEASE;ORAL#120MG#0#ISOSORBIDE MONONITRATE#ISOSORBIDE MONONITRATE#0.0#1#AB#Prescription
75401#1#CAPSULE, EXTENDED RELEASE;ORAL#120MG#0#TAZTIA XT#DILTIAZEM HYDROCHLORIDE#0.0#1#AB4#Prescription
75401#2#CAPSULE, EXTENDED RELEASE;ORAL#180MG#0#TAZTIA XT#DILTIAZEM HYDROCHLORIDE#0.0#1#AB4#Prescription
75401#3#CAPSULE, EXTENDED RELEASE;ORAL#240MG#0#TAZTIA XT#DILTIAZEM HYDROCHLORIDE#0.0#1#AB4#Prescription
75401#4#CAPSULE, EXTENDED RELEASE;ORAL#300MG#0#TAZTIA XT#DILTIAZEM HYDROCHLORIDE#0.0#1#AB4#Prescription
75401#5#CAPSULE, EXTENDED RELEASE;ORAL#360MG#0#TAZTIA XT#DILTIAZEM HYDROCHLORIDE#0.0#1#AB4#Prescription
75405#1#INJECTABLE;INJECTION#1MG/ML#0#CLADRIBINE#CLADRIBINE#0.0#1#AP#Prescription
75407#1#TABLET, EXTENDED RELEASE;ORAL#15MG#0#MORPHINE SULFATE#MORPHINE SULFATE#0.0#1#AB#Prescription
75410#1#CAPSULE, DELAYED REL PELLETS;ORAL#10MG#0#OMEPRAZOLE#OMEPRAZOLE#0.0#1#AB#Prescription
75410#2#CAPSULE, DELAYED REL PELLETS;ORAL#20MG#0#OMEPRAZOLE#OMEPRAZOLE#0.0#1#AB#Prescription
75410#3#CAPSULE, DELAYED REL PELLETS;ORAL#40MG#0#OMEPRAZOLE#OMEPRAZOLE#0.0#1#AB#Prescription
75416#1#TABLET, EXTENDED RELEASE;ORAL#EQ 500MG BASE#0#NAPROXEN SODIUM#NAPROXEN SODIUM#0.0#1#AB#Prescription
75416#2#TABLET, EXTENDED RELEASE;ORAL#EQ 375MG BASE#0#NAPROXEN SODIUM#NAPROXEN SODIUM#0.0#1#AB#Prescription
75416#3#TABLET, EXTENDED RELEASE;ORAL#EQ 750MG BASE#0#NAPROXEN SODIUM#NAPROXEN SODIUM#0.0#1#AB#Prescription
75417#1#TABLET;ORAL#25MG#0#CLOZAPINE#CLOZAPINE#0.0#1#AB#Prescription
75417#2#TABLET;ORAL#100MG#0#CLOZAPINE#CLOZAPINE#0.0#1#AB#Prescription
75417#3#TABLET;ORAL#12.5MG#0#CLOZAPINE#CLOZAPINE#0.0#1#AB#Prescription
75417#4#TABLET;ORAL#50MG#0#CLOZAPINE#CLOZAPINE#0.0#1#AB#Prescription
75417#5#TABLET;ORAL#200MG#0#CLOZAPINE#CLOZAPINE#0.0#1#AB#Prescription
75419#1#CAPSULE;ORAL#200MG#0#ETODOLAC#ETODOLAC#0.0#1#AB#Prescription
75419#2#CAPSULE;ORAL#300MG#0#ETODOLAC#ETODOLAC#0.0#1#AB#Prescription
75421#1#INJECTABLE;INJECTION#EQ 5MG BASE/ML#0#MIDAZOLAM HYDROCHLORIDE#MIDAZOLAM HYDROCHLORIDE#0.0#1#AP#Prescription
75421#2#INJECTABLE;INJECTION#EQ 1MG BASE/ML#0#MIDAZOLAM HYDROCHLORIDE#MIDAZOLAM HYDROCHLORIDE#0.0#1#AP#Prescription
